test_type,alloy,solute,plane,T_C,gamma_Jm2_mean,gamma_Jm2_std,gamma_Jm2_min,gamma_Jm2_max,ads_monolayers_mean,ads_monolayers_std,ads_monolayers_min,ads_monolayers_max,ads_first2_monolayers_mean,ads_first2_monolayers_std,ads_first2_monolayers_min,ads_first2_monolayers_max,acceptance_ratio_mean,acceptance_ratio_std,acceptance_ratio_min,acceptance_ratio_max,delta_final_mean,delta_final_std,delta_final_min,delta_final_max,term1_Jmol_mean,term1_Jmol_std,term1_Jmol_min,term1_Jmol_max,term2_Jmol_mean,term2_Jmol_std,term2_Jmol_min,term2_Jmol_max,term3_Jmol_mean,term3_Jmol_std,term3_Jmol_min,term3_Jmol_max,term4_Jmol_mean,term4_Jmol_std,term4_Jmol_min,term4_Jmol_max,term5_Jmol_mean,term5_Jmol_std,term5_Jmol_min,term5_Jmol_max,Eel_Jmol_mean,Eel_Jmol_std,Eel_Jmol_min,Eel_Jmol_max,total_Jmol_mean,total_Jmol_std,total_Jmol_min,total_Jmol_max
seed,Fe-3.8W_wt,W,110,550.0,2.452306960114203,3.5489696598710617e-09,2.4523069575362872,2.4523069641619557,-0.011740984254572132,9.500844291010203e-06,-0.0117504387255236,-0.0117314377062291,-0.011726913198334932,7.79743206274019e-06,-0.011735909015717,-0.0117220891010567,0.8509566666666667,0.0002531962348324627,0.850665,0.85112,0.20000000000000004,0.0,0.2,0.2,85705.07239553762,0.3526797962703219,85704.66515598698,85705.27601531292,76.71029213461071,0.35114402411874823,76.50754082643397,77.11575832776397,-0.04203597767000256,0.0017286494864716825,-0.0430340139163515,-0.0400399051773047,-6.679815185979666e-07,1.2920351958602121e-05,-9.284210274207171e-06,1.41879262899396e-05,-0.04318623176330343,8.312159487159929e-05,-0.0432822123109906,-0.0431382219126469,0.0,0.0,0.0,0.0,85781.69746479481,0.00012414295814882695,85781.69737461933,85781.69760638519
seed,Fe-3.8W_wt,W,110,575.0,2.452372803535979,9.53320966384584e-09,2.452372797428956,2.452372814521091,-0.011722140030836067,1.64504208616369e-05,-0.0117410763319637,-0.0117113762255236,-0.0117139273303909,1.479726455030838e-05,-0.011722846374399,-0.011696846515717,0.8517533333333334,0.0002392871357456136,0.85148,0.851925,0.20000000000000004,0.0,0.2,0.2,85705.47963508824,0.3526797962703219,85705.27601531292,85705.88687463886,78.62891913391199,0.35032508031315673,78.22439857571369,78.83119922769511,-0.05452581036003523,0.002140622881061504,-0.0569975887532639,-0.0532899211634209,-1.0022970073700208e-06,1.6123224694744918e-05,-1.1963806057807885e-05,1.75108158639085e-05,-0.0533597209570385,0.00010265179657497675,-0.0534190125935537,-0.0532411888759526,0.0,0.0,0.0,0.0,85784.00066768854,0.00033347167415520427,85784.00045406488,85784.00105194777
seed,Fe-3.8W_wt,W,110,600.0,2.452437978225032,9.585647782614267e-09,2.4524379720609404,2.452437989268712,-0.0116960983641694,1.8941528544183318e-05,-0.0117113762255236,-0.0116749050350209,-0.011687885663724232,7.769557069482457e-06,-0.011696846515717,-0.0116830266010567,0.8524433333333333,0.0002025051439675819,0.85224,0.852645,0.20000000000000004,0.0,0.2,0.2,85706.29411418947,0.35267979625561924,85705.88687463886,85706.49773396479,80.12543833103489,0.35047720478851657,79.92306982410818,80.53013454740838,-0.07345616193792986,0.0026440829715230476,-0.0749827239532984,-0.0704030379071928,-1.2099326382790515e-06,1.989035078075013e-05,-1.4728361256637135e-05,2.16292418682716e-05,-0.06561683703703743,0.00012671773359132596,-0.0657631580676833,-0.0655436449057419,0.0,0.0,0.0,0.0,85786.2804783116,0.00033530594718992707,85786.2802626917,85786.28086461953
seed,Fe-3.8W_wt,W,110,625.0,2.4525023762659113,2.0816273099072145e-09,2.4525023744558925,2.452502378540609,-0.011670056697502734,1.3694610236757837e-05,-0.0116824825819637,-0.0116553737850209,-0.011661843997057567,3.5363755588246164e-06,-0.011664252624399,-0.011657784015717,0.85324,0.0003177656369087386,0.85293,0.853565,0.20000000000000004,0.0,0.2,0.2,85707.10859329074,0.0,85707.10859329074,85707.10859329074,81.60336448933072,4.932959648930317e-05,81.60331773102077,81.60341604035868,-0.09820405408215231,0.0,-0.0982040540821523,-0.0982040540821523,-1.5057559394532467e-06,2.448419658064327e-05,-1.8148852450785887e-05,2.660799750122048e-05,-0.08063043866028641,9.172902219686533e-08,-0.0806305345168962,-0.0806303517083184,0.0,0.0,0.0,0.0,85788.53312178158,7.281532737439239e-05,85788.53305846712,85788.53320135051
seed,Fe-3.8W_wt,W,110,650.0,2.4525659938181534,9.826323848875096e-08,2.4525659365218915,2.452566107280893,-0.011670056697502734,1.3694610236757837e-05,-0.0116824825819637,-0.0116553737850209,-0.011661843997057567,3.5363755588246164e-06,-0.011664252624399,-0.011657784015717,0.854085,0.0003355219813961789,0.85379,0.85445,0.20000000000000004,0.0,0.2,0.2,85707.51583284138,0.35267979628187407,85707.10859329074,85707.7194526167,83.46821960093196,0.3521493537524752,83.26488935940846,83.87484664884164,-0.1260383855390327,0.004033817040272742,-0.1283673108930959,-0.1213805348309064,-0.00011294396547011544,0.00012633136203182033,-0.0001889394894644,3.2887572694053664e-05,-0.09943735378244418,0.00019247665151974028,-0.099659606671385,-0.0993261899434267,0.0,0.0,0.0,0.0,85790.75846375902,0.003437248099460319,85790.75645953577,85790.76243268566
seed,Fe-3.8W_wt,W,110,675.0,2.452628547000678,9.519929653220632e-10,2.4526285461459048,2.452628548026657,-0.011644015030836069,1.6450420861638146e-05,-0.0116629513319637,-0.0116332512255236,-0.011642312747057565,3.53637555882411e-06,-0.011644721374399,-0.011638252765717,0.8549700000000001,0.00032484611741564584,0.854775,0.855345,0.20000000000000004,0.0,0.2,0.2,85708.33031194266,0.0,85708.33031194266,85708.33031194266,84.90726643563737,6.558645317790374e-05,84.90719334424591,84.90732015163339,-0.16795744945239752,0.0,-0.1679574494523975,-0.1679574494523975,-0.0002087448632472,3.742878345569836e-05,-0.0002340567095708,-0.0001657509003046,-0.12283810026072393,1.771818907204673e-07,-0.1228382453883518,-0.1228379028093561,0.0,0.0,0.0,0.0,85792.94657408372,3.330071859250907e-05,85792.94654418375,85792.94660997247
seed,Fe-3.8W_wt,W,110,700.0,2.452689965365408,2.8371815173477137e-09,2.452689963131339,2.452689968557605,-0.0116179733641694,1.8941528544183318e-05,-0.0116332512255236,-0.0115967800350209,-0.011609760663724234,7.769557069482457e-06,-0.011618721515717,-0.0116049016010567,0.855915,0.00042329068026596183,0.85562,0.8564,0.20000000000000004,0.0,0.2,0.2,85709.55203059455,0.0,85709.55203059455,85709.55203059455,85.92739291075948,0.00020011478360903241,85.92726020028924,85.9276230856361,-0.231591253790685,0.0,-0.231591253790685,-0.231591253790685,-0.00034567588519033335,0.00010208941130381451,-0.0004634308534309,-0.000282047244226,-0.1524980936704101,6.580053631506765e-07,-0.1524988505126595,-0.1524976572543281,0.0,0.0,0.0,0.0,85795.09498848197,9.924460907624305e-05,85795.09491033424,85795.09510014503
seed,Fe-3.8W_wt,W,111,400.0,2.730778993387881,5.553246116740526e-10,2.7307789930553845,2.730778994028966,-0.011862892245935399,8.662744186236043e-06,-0.0118681564562291,-0.0118528940560535,-0.011857676615694202,3.998683001107194e-06,-0.0118604731031345,-0.011853096515717,0.8319266666666666,0.0003640856126425537,0.831525,0.832235,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,66.75476511328289,4.0511479619497105e-05,66.75473982429578,66.75481183900777,-0.0106103771401921,0.0,-0.0106103771401921,-0.0106103771401921,-1.3150716304483143e-06,7.160534914139948e-06,-6.318153571542039e-06,6.887358619381526e-06,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233973.14415347367,4.758022765286286e-05,233973.14412498532,233973.14420840185
seed,Fe-3.8W_wt,W,111,425.0,2.7308078916137792,5.977640160750048e-10,2.7308078912590834,2.7308078923039285,-0.011862892245935399,8.662744186236043e-06,-0.0118681564562291,-0.0118528940560535,-0.011857676615694202,3.998683001107194e-06,-0.0118604731031345,-0.011853096515717,0.83298,0.00034932076949421875,0.83258,0.833225,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,69.23395864790679,4.2016028370295844e-05,69.23393241971641,69.23400710897019,-0.0138035210589733,0.0,-0.0138035210589733,-0.0138035210589733,-1.7108363543638404e-06,9.315464773295986e-06,-8.219572662336963e-06,8.960077336290902e-06,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233975.62015346866,5.121641485300844e-05,233975.62012307823,233975.6202126006
seed,Fe-3.8W_wt,W,111,450.0,2.7308367813856886,5.708328816950894e-10,2.7308367808785765,2.730836782003906,-0.011871192587905468,5.7240704041806626e-06,-0.0118777950819637,-0.0118676262255236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.8340833333333334,0.00030892285984256433,0.83375,0.83436,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,71.7131614691837,3.8873888128396135e-05,71.71312501513702,71.71320237893259,-0.0177318468857949,0.0,-0.0177318468857949,-0.0177318468857949,-5.491160306055794e-07,1.048806883275534e-05,-7.544406959538915e-06,1.1510013911175827e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233978.0954291258,4.890895205744532e-05,233978.09538567645,233978.09548209468
seed,Fe-3.8W_wt,W,111,475.0,2.730865660806412,6.185632129930237e-10,2.7308656602624675,2.7308656614792755,-0.011871192587905468,5.7240704041806626e-06,-0.0118777950819637,-0.0118676262255236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.8350833333333334,0.0004653045597598612,0.834565,0.835465,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,74.19235532485624,4.0217796308986664e-05,74.19231761055765,74.192397648895,-0.022536786200274096,0.0,-0.0225367862002741,-0.0225367862002741,-6.9791436056303e-07,1.333010410364646e-05,-9.588774804456376e-06,1.46289737526527e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233980.56981789335,5.299849391771666e-05,233980.5697712882,233980.56987554432
seed,Fe-3.8W_wt,W,111,500.0,2.7308945279877315,6.734061507821056e-10,2.730894527402126,2.730894528723564,-0.011871192587905468,5.7240704041806626e-06,-0.0118777950819637,-0.0118676262255236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.8361066666666667,0.00038846921799977086,0.835685,0.83645,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,76.67154918052877,4.156170448250686e-05,76.6715102059783,76.67159291885741,-0.0283903651200306,0.0,-0.0283903651200306,-0.0283903651200306,-8.791867368673938e-07,1.6792390859435754e-05,-1.2079309593350768e-05,1.8428621653432663e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233983.0431579888,5.7697424441735034e-05,233983.04310781416,233983.04322103495
seed,Fe-3.8W_wt,W,111,525.0,2.730923380445626,7.368344763295072e-10,2.730923379812551,2.7309233812544407,-0.011871192587905468,5.7240704041806626e-06,-0.0118777950819637,-0.0118676262255236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.8370783333333334,0.00026839026311190945,0.836775,0.837285,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,79.1507430362013,4.290561267370289e-05,79.15070280139891,79.15078818881982,-0.0355054080725782,0.0,-0.0355054080725782,-0.0355054080725782,-1.099523860735808e-06,2.1000810925035982e-05,-1.5106562192267632e-05,2.3047105215234825e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233985.5152365812,6.31319877705878e-05,233985.51518233932,233985.5153058805
seed,Fe-3.8W_wt,W,111,550.0,2.7309522143984535,2.5592044636368515e-10,2.7309522142097866,2.7309522146897613,-0.0118831495477898,1.690894982759423e-05,-0.0118973263319637,-0.0118644346051767,-0.011877821643731233,1.497202148106838e-06,-0.0118789914782311,-0.0118761343519059,0.83799,0.0003594787893603411,0.837575,0.838205,0.20000000000000004,0.0,0.2,0.2,233906.4000000526,0.0,233906.4000000526,233906.4000000526,81.63003570478993,2.8880318956382215e-05,81.63000685548533,81.63006461602366,-0.0441505054860493,0.0,-0.0441505054860493,-0.0441505054860493,-0.00015559244479583335,1.1241963370484182e-05,-0.0001643247855888,-0.00014290813707,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233987.98572965953,2.192731123658966e-05,233987.9857134945,233987.9857546188
seed,Fe-3.8W_wt,W,111,575.0,2.730981013916766,1.2832230782840434e-08,2.730981006300354,2.73098102873219,-0.011871192587905468,5.7240704041806626e-06,-0.0118777950819637,-0.0118676262255236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.838955,0.00027753378172755763,0.83868,0.839235,0.20000000000000004,0.0,0.2,0.2,233907.08511746823,0.5933290865004607,233906.4000000526,233907.42767617604,83.42789260820578,0.5900110878211969,83.087234621381,84.10917872874462,-0.05961605285549754,0.00428124576212302,-0.0620878312487262,-0.0546724960690402,-0.00012163507088306168,0.00013610530476602115,-0.0002031518478614,3.548875615531497e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233990.45327238852,0.0010994655239499106,233990.4526198143,233990.45454177403
seed,Fe-3.8W_wt,W,111,600.0,2.7310094193524006,3.117011446686583e-10,2.731009419099689,2.731009419700703,-0.0118646821712388,1.5151800974924039e-05,-0.0118777950819637,-0.0118480949755236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.8400083333333334,0.0003100134405687954,0.8397,0.84032,0.20000000000000004,0.0,0.2,0.2,233907.42767617604,0.0,233907.42767617604,233907.42767617604,85.53628871357967,6.0532146921094894e-05,85.53622110676947,85.53633788351407,-0.076690471168908,0.0,-0.076690471168908,-0.076690471168908,-0.00022430474342870002,3.99647306937388e-05,-0.0002509317948135,-0.0001783502955628,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233992.88705011373,2.6706542623283276e-05,233992.88702846132,233992.8870799562
seed,Fe-3.8W_wt,W,111,625.0,2.731037792960052,2.7016936715264053e-10,2.731037792797808,2.7310377932719314,-0.0118646821712388,1.5151800974924039e-05,-0.0118777950819637,-0.0118480949755236,-0.011857121531668268,3.500994722986298e-06,-0.0118594602282311,-0.011853096515717,0.8409816666666666,0.0002911328448205655,0.84065,0.841195,0.20000000000000004,0.0,0.2,0.2,233907.42767617604,0.0,233907.42767617604,233907.42767617604,87.9853607147702,6.226530120783317e-05,87.98529117224419,87.9854112925364,-0.0946592137959824,0.0,-0.0946592137959824,-0.0946592137959824,-0.0002768598280862,4.932855320065718e-05,-0.0003097256549794,-0.0002201381540749,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233995.31810081718,2.314813865996834e-05,233995.31808691612,233995.3181275391
seed,Fe-3.8W_wt,W,111,650.0,2.7310661151776885,5.52190140150308e-11,2.731066115127457,2.7310661152368154,-0.011857068855532666,9.209349003985115e-06,-0.0118676262255236,-0.0118506862850209,-0.011864221997750168,7.293751276278038e-06,-0.011872627765717,-0.011859565124399,0.8420216666666667,0.00032929217016707836,0.841645,0.842255,0.20000000000000004,0.0,0.2,0.2,233907.42767617604,0.0,233907.42767617604,233907.42767617604,90.43453632949587,0.00013105954933114136,90.4344512664214,90.43468725757592,-0.1169991005424043,0.0,-0.1169991005424043,-0.1169991005424043,-0.0004649806155179,0.00012656260529756854,-0.0006108427067052,-0.000384221362878,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,233997.74474842436,4.731171638644607e-06,233997.74474412051,233997.74475349035
seed,Fe-3.8W_wt,W,111,675.0,2.731094685735195,5.48085593303162e-07,2.7310943690681344,2.731095318609869,-0.011878390030836067,1.64504208616369e-05,-0.0118973263319637,-0.0118676262255236,-0.0118701773303909,1.479726455030838e-05,-0.011879096374399,-0.011853096515717,0.8432183333333333,0.0003190741815524529,0.84285,0.84341,0.20000000000000004,0.0,0.2,0.2,233907.77023488385,0.5933290864710552,233907.42767617604,233908.45535229944,92.57424514827419,0.5364349437416163,91.95482343009,92.88396818893136,-0.15096102156814736,0.010010922268872171,-0.1625206389016869,-0.1451812129013776,-0.0008452190309986334,7.71145983446464e-05,-0.0008970312315472,-0.0007565970381325,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234000.19267379152,0.04695997365013334,234000.1655417577,234000.2468984936
seed,Fe-3.8W_wt,W,111,700.0,2.731122527383995,2.7401734565962847e-10,2.731122527186048,2.73112252769674,-0.0118821285820597,1.3850037173761219e-05,-0.0118973263319637,-0.0118702175350209,-0.011875876324068634,4.936016660940788e-06,-0.011879096374399,-0.0118701934967502,0.84436,3.5000000000058795e-05,0.844335,0.8444,0.20000000000000004,0.0,0.2,0.2,233907.42767617604,0.0,233907.42767617604,233907.42767617604,95.33295854795283,0.00014147291940377934,95.332795828284,95.33305241054532,-0.18145313589631282,0.0,-0.1814531358963128,-0.1814531358963128,-0.0010353274035023333,0.00013273273504834052,-0.0011211445799928,-0.0008824436447966,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,234002.5781462607,2.347782639240609e-05,234002.5781293006,234002.5781730567
seed,Fe-6.207Mo_wt,MO,100,400.0,2.5041532210936635,1.1789038510331765e-10,2.50415322095821,2.504153221173113,-0.0363207338617301,1.177494742179632e-05,-0.0363340921823649,-0.036311860199385,-0.036316929765007,7.059642621453544e-06,-0.0363249896787413,-0.0363118429747143,0.8829083333333333,0.000461257339598295,0.882615,0.88344,0.20000000000000004,0.0,0.2,0.2,123695.44246667218,0.09663746676577305,123695.33087933729,123695.49826033963,186.02526802292462,0.09484311304957994,185.97048188829493,186.13478341170077,-1.0014530064920448,0.0018744975335618877,-1.0025352481476422,-0.9992885231808504,-0.006434185078867467,8.360036527495395e-05,-0.0065227919063653,-0.0063567057150239,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123880.45984750353,5.832045736995411e-06,123880.45984080264,123880.45985143389
seed,Fe-6.207Mo_wt,MO,100,425.0,2.5042860145493453,7.524572937531994e-10,2.5042860140403387,2.504286015413665,-0.0362140799261339,1.8160369301377455e-05,-0.0362306623966518,-0.036194672699385,-0.0362042671870757,8.420442833037118e-06,-0.0362103439077715,-0.0361946554747143,0.884435,0.0007622499590029435,0.883555,0.88489,0.20000000000000004,0.0,0.2,0.2,123698.72218832315,0.09663746676997383,123698.61060098824,123698.7779819906,189.67041881560445,0.0942323174856362,189.61569496097437,189.77922829941775,-1.353573018470225,0.0023822548509431453,-1.3549484139496952,-1.3508222275112842,-0.009894364184923968,0.00032105610848669067,-0.0102445843372116,-0.0096139620934355,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123887.02913975612,3.722407906966389e-05,123887.02911457556,123887.02918251404
seed,Fe-6.207Mo_wt,MO,100,450.0,2.5044148605725485,7.33340295106566e-11,2.504414860488144,2.5044148606206544,-0.03607300669604074,7.112591833254915e-06,-0.0360808048854244,-0.0360668759776488,-0.03607777305359967,7.300837900814343e-06,-0.0360843760978494,-0.0360699325790592,0.8853366666666668,0.0006716459881018061,0.8846,0.885915,0.20000000000000004,0.0,0.2,0.2,123702.46766884795,0.0,123702.46766884797,123702.46766884797,192.76079805391564,0.0003686670057072328,192.7604027112072,192.76113244932867,-1.8103888285694925,0.0,-1.8103888285694925,-1.8103888285694925,-0.014925549346043834,0.0003652020421217065,-0.0152575649391513,-0.0145343821259254,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123893.40315252396,3.6278360814787813e-06,123893.40314834849,123893.40315490378
seed,Fe-6.207Mo_wt,MO,100,475.0,2.504539307799799,3.2606376077934274e-09,2.5045393058577794,2.5045393115642254,-0.0359475687671343,1.4428533429560228e-05,-0.0359634993143814,-0.0359353790615686,-0.035937394159696,5.060131430163369e-06,-0.035943180825501,-0.0359338002525744,0.8862566666666667,9.827681991871476e-05,0.886195,0.88637,0.20000000000000004,0.0,0.2,0.2,123706.4306658429,0.23669352225956433,123706.15735570532,123706.5673209117,195.53830777948397,0.22745102445413634,195.4069456974186,195.80094559514455,-2.38808970433406,0.009027040925094501,-2.393301468842149,-2.3776661753178816,-0.0213270620177312,0.0003795516520654269,-0.0215907043981132,-0.0208920429086234,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123899.55955685604,0.00016130374781090514,123899.55946078434,123899.55974308222
seed,Fe-6.207Mo_wt,MO,100,500.0,2.504658827197748,9.069462994635842e-10,2.504658826621136,2.5046588282431475,-0.035818338906993735,2.0219829042211316e-05,-0.0358414739612361,-0.035804047699385,-0.035803758454050566,4.19495466208073e-06,-0.0358078107784935,-0.0357994341089439,0.887285,0.0005131520242579447,0.886705,0.88768,0.20000000000000004,0.0,0.2,0.2,123710.8036280442,0.23669352225956433,123710.66697297542,123711.0769381818,197.8200777859838,0.22506450294358674,197.56019573714295,197.9501637343736,-3.120040101421846,0.011023955003871128,-3.1327694681998843,-3.1136754180328263,-0.0314842561768007,0.0005781000401886782,-0.0321312622243416,-0.0310184962118981,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123905.47218147259,4.4866635744527294e-05,123905.4721529476,123905.47223318851
seed,Fe-6.207Mo_wt,MO,100,525.0,2.5047728072425675,1.2556124650304445e-10,2.5047728071498847,2.5047728073854647,-0.035646354578162835,1.4122699952211138e-05,-0.0356619415615686,-0.035634409566838,-0.03563404065667217,5.887818623541367e-06,-0.0356408315025744,-0.0356303628915654,0.8887200000000001,0.00014239030865891475,0.888565,0.888845,0.20000000000000004,0.0,0.2,0.2,123715.5865554519,0.0,123715.5865554519,123715.5865554519,199.60760034569057,0.0005420191978523515,199.6072608527457,199.6082254417168,-4.0403582668984965,0.0,-4.0403582668984965,-4.0403582668984965,-0.04302324087498483,0.0005358530326901091,-0.0436412677879465,-0.0426883329444894,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123911.11077428982,6.211489358215887e-06,123911.1107697048,123911.11078135892
seed,Fe-6.207Mo_wt,MO,100,550.0,2.5048805207672094,1.7838358527847656e-09,2.504880519716321,2.5048805228268622,-0.0354490730861814,1.517753844421858e-05,-0.0354624273583135,-0.0354325671538975,-0.035441858379580395,1.603834892218645e-05,-0.0354588084168676,-0.0354269218740242,0.8898583333333333,0.0010880065869898672,0.888965,0.89107,0.20000000000000004,0.0,0.2,0.2,123721.18941327231,0.23669352227426704,123720.91610313472,123721.32606834112,200.52668160175298,0.22120840829626232,200.3982948699812,200.7821098892136,-5.21760982861794,0.015960762980677463,-5.226824779421306,-5.199179927011208,-0.0591226915857628,0.0007765769182207752,-0.0595732413208057,-0.0582259813809952,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123916.43936235388,8.824635047418016e-05,123916.43931036643,123916.43946424488
seed,Fe-6.207Mo_wt,MO,100,575.0,2.5049810663304464,7.961849876376118e-11,2.504981066238718,2.50498106638165,-0.03524504080761843,8.269488350111337e-07,-0.0352459741158596,-0.0352443993788688,-0.03523713106728723,5.204978520371884e-06,-0.035240517554058,-0.0352311377562383,0.8909266666666666,0.0004969238707622306,0.89062,0.8915,0.20000000000000004,0.0,0.2,0.2,123727.06558123032,0.0,123727.06558123032,123727.06558123032,201.10024138060953,0.0006460390329790993,201.0994974623875,201.1006613573352,-6.673301320918315,0.0,-6.6733013209183145,-6.6733013209183145,-0.07916992284500103,0.0006475179531783298,-0.0795873665299413,-0.078423999851084,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123921.41335136718,3.93873344008622e-06,123921.41334682936,123921.41335390022
seed,Fe-6.207Mo_wt,MO,100,600.0,2.505073313931615,5.89974060729444e-10,2.505073313508265,2.505073314605513,-0.035027539346908665,2.1689885376461357e-05,-0.0350408475217961,-0.0350025108074046,-0.035010101994505,1.67268959965734e-05,-0.0350198482461314,-0.0349907877127787,0.8918383333333333,0.00018717193521819211,0.891625,0.891975,0.20000000000000004,0.0,0.2,0.2,123733.7616796011,0.23669352225956433,123733.6250245323,123734.03498973868,200.83829374012862,0.21509216667279757,200.5899266997861,200.96248810571976,-8.51690666055131,0.022411820808962646,-8.542785602105479,-8.503967189774226,-0.10622648369724959,0.0008393620194611343,-0.1067176459365791,-0.1052573016235318,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123925.97684019698,2.9186006295241683e-05,123925.97681925388,123925.97687353472
seed,Fe-6.207Mo_wt,MO,100,625.0,2.505155757760876,7.41606673690824e-10,2.505155756906748,2.5051557582411323,-0.034758409156711696,5.998415036579848e-06,-0.0347628100280764,-0.0347515767418223,-0.03474208450663893,1.2488508921712013e-05,-0.0347548245630422,-0.0347298637453876,0.8936166666666666,0.00021414558910545304,0.89337,0.893755,0.20000000000000004,0.0,0.2,0.2,123741.34012685202,0.12858156534217852,123741.1916536493,123741.41436345338,199.71054586211596,0.11509330974583938,199.64307269223707,199.84343888133037,-10.855819903919924,0.01431262513013797,-10.86408330189162,-10.839293107976534,-0.13951637968684052,0.0013389673620538176,-0.1405052458495494,-0.1379926549165891,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123930.05533643054,3.6687300376324836e-05,123930.0552941768,123930.05536018882
seed,Fe-6.207Mo_wt,MO,100,650.0,2.505226326714556,7.291409914666025e-10,2.5052263262161287,2.5052263275514126,-0.034468872188733866,6.196092292790146e-06,-0.0344753743381194,-0.0344630359448538,-0.034435735245495334,6.362506211718213e-06,-0.0344406794348597,-0.0344285570134436,0.89545,0.000738985791473698,0.8949,0.89629,0.20000000000000004,0.0,0.2,0.2,123749.61366758084,0.0,123749.61366758084,123749.61366758084,197.9132024997933,0.0011553480039004315,197.9118978189373,197.91409605570192,-13.801396716309734,0.0,-13.801396716309734,-13.801396716309734,-0.179090795245866,0.0011896386703381559,-0.1800010932584641,-0.1777447150906228,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123933.54638256908,3.607061184995395e-05,123933.5463579119,123933.54642396838
seed,Fe-6.207Mo_wt,MO,100,675.0,2.505282954335096,9.658011393182372e-12,2.5052829543255286,2.505282954344842,-0.03414369732606467,6.549082109243226e-06,-0.0341505359448539,-0.0341374824047039,-0.034106291509892105,3.6923686621128985e-06,-0.0341086481848598,-0.0341020361367147,0.8966683333333334,7.751343969483642e-05,0.89658,0.896725,0.20000000000000004,0.0,0.2,0.2,123759.0428673274,0.0,123759.0428673274,123759.0428673274,195.08903088256974,0.0008664083409414167,195.08803199049748,195.08957854047424,-17.55041446199892,0.0,-17.55041446199892,-17.55041446199892,-0.23373279076830208,0.000866374269837398,-0.2342799665501578,-0.2327339075077149,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123936.3477509572,4.777730158194666e-07,123936.3477504839,123936.34775143932
seed,Fe-6.207Mo_wt,MO,100,700.0,2.5053204188561806,6.840440667547988e-10,2.50532041812057,2.505320419473132,-0.03374783460125324,1.8508764029450454e-05,-0.0337649472635175,-0.0337281903515351,-0.033694214177907966,1.4838559051555462e-05,-0.0337110762746049,-0.0336831496706242,0.897895,0.0005301886456724907,0.897545,0.898505,0.20000000000000004,0.0,0.2,0.2,123770.24858296827,0.23669352223856044,123770.1119278995,123770.52189310583,190.7797816519535,0.1943080407472167,190.5554412420856,190.8949767658521,-22.526087012191443,0.04217017740907553,-22.574780938749253,-22.50174004891254,-0.3011567927775859,0.003049244074406873,-0.3040379310820518,-0.2979634626666909,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,123938.20112081528,3.383965619285649e-05,123938.2010844246,123938.20115133584
